ticker,shares,entry_price,current_price,market_value,unrealized_pnl,unrealized_pct
POET,63,15.970000267028809,15.970000267028809,1006.1100168228149,0.0,0.0
PLUG,266,3.7799999713897705,3.7799999713897705,1005.479992389679,0.0,0.0
ENPH,19,52.88999938964844,52.88999938964844,1004.9099884033203,0.0,0.0
INTC,9,108.7699966430664,108.7699966430664,978.9299697875977,0.0,0.0
AMD,2,424.1000061035156,424.1000061035156,848.2000122070312,0.0,0.0
