date,ticker,action,shares,price,notional,cost
2019-05-02,TSLA,SELL,3,16.273332595825195,48.819997787475586,0.0
2019-05-02,COP,BUY,24,47.6306266784668,1143.1350402832031,0.0
2019-05-03,POET,SELL,13,2.799999952316284,36.399999380111694,0.0
2019-05-03,AMD,BUY,44,28.219999313354492,1241.6799697875977,0.0
2019-05-03,FTNT,BUY,72,17.191999435424805,1237.823959350586,0.0
2019-05-03,PLUG,SELL,477,2.569999933242798,1225.8899681568146,0.0
2019-05-03,COP,SELL,24,48.190155029296875,1156.563720703125,0.0
2019-05-03,ENPH,SELL,2,13.829999923706055,27.65999984741211,0.0
2019-05-06,FTNT,SELL,72,17.00200080871582,1224.144058227539,0.0
2019-05-06,TSLA,SELL,72,17.022666931152344,1225.6320190429688,0.0
2019-05-06,MMM,BUY,10,119.00733184814453,1190.0733184814453,0.0
2019-05-06,PLUG,BUY,487,2.509999990463257,1222.369995355606,0.0
2019-05-07,F,BUY,165,7.334170341491699,1210.1381063461304,0.0
2019-05-07,AMD,BUY,1,26.65999984741211,26.65999984741211,0.0
2019-05-07,ENPH,SELL,4,14.210000038146973,56.84000015258789,0.0
2019-05-07,MMM,SELL,10,116.45864868164062,1164.5864868164062,0.0
2019-05-08,AMD,SELL,45,27.09000015258789,1219.050006866455,0.0
2019-05-08,F,SELL,165,7.305908203125,1205.474853515625,0.0
2019-05-08,MMM,BUY,10,116.11408233642578,1161.1408233642578,0.0
2019-05-08,PLUG,BUY,13,2.4200000762939453,31.46000099182129,0.0
2019-05-08,TSLA,BUY,74,16.32266616821289,1207.877296447754,0.0
2019-05-09,INTC,BUY,29,40.623756408691406,1178.0889358520508,0.0
2019-05-09,PLUG,BUY,17,2.309999942779541,39.2699990272522,0.0
2019-05-09,ENPH,BUY,3,13.5600004196167,40.6800012588501,0.0
2019-05-09,POET,SELL,18,2.799999952316284,50.399999141693115,0.0
2019-05-09,TSLA,SELL,74,16.131999969482422,1193.7679977416992,0.0
2019-05-09,MMM,SELL,10,113.9620361328125,1139.620361328125,0.0
2019-05-09,AVGO,BUY,47,25.363292694091797,1192.0747566223145,0.0
2019-05-10,AVGO,SELL,47,25.35494613647461,1191.6824684143066,0.0
2019-05-10,ENPH,SELL,3,14.020000457763672,42.060001373291016,0.0
2019-05-10,INTC,SELL,29,40.25777816772461,1167.4755668640137,0.0
2019-05-10,MMM,BUY,10,114.33909606933594,1143.3909606933594,0.0
2019-05-10,SLB,BUY,36,32.6876220703125,1176.75439453125,0.0
2019-05-13,SLB,SELL,36,31.530839920043945,1135.110237121582,0.0
2019-05-13,ON,BUY,59,19.600000381469727,1156.4000225067139,0.0
2019-05-13,POET,BUY,19,2.5999999046325684,49.3999981880188,0.0
2019-05-14,UNH,BUY,5,210.0045623779297,1050.0228118896484,0.0
